                   118|Urologic Diseases                                                                                                                                                                                       |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     118|COND        |ULD
                   353|Recent Hospitalization                                                                                                                                                                                  |ADMSTAGE                                          |2017-03-10 20:10:04|2020-10-09 17:18:32|ADMSTAGE                                          |                     136|COMORBID    |RCNTHOSP
                   354|Metabolic Syndrome - Health Event                                                                                                                                                                       |ADMSTAGE                                          |2017-03-10 20:10:04|2020-10-09 17:18:32|ADMSTAGE                                          |                      80|COMORBID    |METSHE
                   355|New Diagnosis Diabetic Retinopathy                                                                                                                                                                      |ADMSTAGE                                          |2017-03-10 20:10:04|2020-10-09 17:18:32|ADMSTAGE                                          |                      30|COND        |DXDIABRETI
                   364|Recent Myocardial Infarction                                                                                                                                                                            |ADMSTAGE                                          |2017-07-14 20:09:47|2020-10-09 17:18:32|ADMSTAGE                                          |                      24|COND        |RCNTMI
                   365|New Diagnosis of Coronary Artery Disease                                                                                                                                                                |ADMSTAGE                                          |2017-07-14 20:09:47|2020-10-09 17:18:32|ADMSTAGE                                          |                      24|COND        |NEWDXCAD
                   366|Overweight or Obesity - Ready to lose weight                                                                                                                                                            |ADMSTAGE                                          |2017-07-14 20:09:47|2020-10-09 17:18:32|ADMSTAGE                                          |                      85|COND        |ORTLW
                   367|Infertility Issues                                                                                                                                                                                      |ADMSTAGE                                          |2017-07-14 20:09:47|2020-10-09 17:18:32|ADMSTAGE                                          |                     201|COMORBID    |INFERTILIT
                   368|Transitions of Care North Carolina for CareTeam                                                                                                                                                         |ADMSTAGE                                          |2017-07-14 20:09:47|2020-10-09 17:18:32|ADMSTAGE                                          |                     189|COND        |TOCNCCT
                   369|Chemotherapy Past 3 Months                                                                                                                                                                              |ADMSTAGE                                          |2017-07-14 20:09:47|2020-10-09 17:18:32|ADMSTAGE                                          |                     201|COMORBID    |CHEMO3MTHS
                   370|Smoker Not Interested in Quitting                                                                                                                                                                       |ADMSTAGE                                          |2017-07-14 20:09:47|2020-10-09 17:18:32|ADMSTAGE                                          |                     201|COMORBID    |SMOKERNIQT
                   371|Cancer Remission - Patient Derived                                                                                                                                                                      |ADMSTAGE                                          |2017-07-14 20:09:47|2020-10-09 17:18:32|ADMSTAGE                                          |                     201|COMORBID    |CAREMISSPD
                   372|No Case Management Needs                                                                                                                                                                                |ADMSTAGE                                          |2017-07-14 20:09:47|2020-10-09 17:18:32|ADMSTAGE                                          |                     201|COMORBID    |NOCASEMGMT
                   373|DM Member Graduated                                                                                                                                                                                     |ADMSTAGE                                          |2017-07-14 20:09:47|2020-10-09 17:18:32|ADMSTAGE                                          |                     201|COMORBID    |DMMEMGRAD
                   374|BMI>=40                                                                                                                                                                                                 |ADMSTAGE                                          |2017-07-14 20:09:47|2020-10-09 17:18:32|ADMSTAGE                                          |                     201|COMORBID    |BMI>=40
                   375|CCM Program Intensity - ER Visit or Hospitalization                                                                                                                                                     |ADMSTAGE                                          |2017-07-14 20:09:47|2020-10-09 17:18:32|ADMSTAGE                                          |                     201|COMORBID    |CCMPIERHOS
                   377|Mate Program Exclusion - Patient Derived                                                                                                                                                                |ADMSTAGE                                          |2017-09-22 18:08:38|2020-10-09 17:18:32|ADMSTAGE                                          |                     201|COMORBID    |MATEEXCLPD
                   378|Endometrial Cancer                                                                                                                                                                                      |ADMSTAGE                                          |2018-01-16 17:28:28|2020-10-09 17:18:32|ADMSTAGE                                          |                      15|COND        |ENDOCNCR
                   379|BMI>=35                                                                                                                                                                                                 |ADMSTAGE                                          |2018-01-16 17:28:28|2020-10-09 17:18:32|ADMSTAGE                                          |                     201|COMORBID    |BMI>=35
                   390|Kidney Support Program                                                                                                                                                                                  |ADMSTAGE                                          |2020-04-03 17:15:57|2020-10-09 17:18:32|ADMSTAGE                                          |                      20|COND        |KSP
                   391|Heart Failure Remote Patient Monitoring Program                                                                                                                                                         |ADMSTAGE                                          |2020-04-03 17:15:57|2020-10-09 17:18:32|ADMSTAGE                                          |                      47|COND        |HFRPM
                   395|Tobacco Use Cotinine Level                                                                                                                                                                              |ADMSTAGE                                          |2020-06-02 18:20:47|2020-10-09 17:18:32|ADMSTAGE                                          |                     128|COMORBID    |TOBACCOTIN
                   350|Opioid Overdose                                                                                                                                                                                         |ADMSTAGE                                          |2017-02-10 17:08:26|2020-10-09 17:18:32|ADMSTAGE                                          |                      89|COMORBID    |OPIOIDOD
                   195|Pediatric Cancer                                                                                                                                                                                        |AHMADMIN                                          |2008-12-17 11:27:04|2020-10-09 17:18:32|ADMSTAGE                                          |                     148|COND        |PC
                   204|Polypharmacy                                                                                                                                                                                            |AHMADMIN                                          |2009-05-01 16:39:43|2020-10-09 17:18:32|ADMSTAGE                                          |                     151|COMORBID    |PPHA
                   203|Osteopenia                                                                                                                                                                                              |AHMADMIN                                          |2009-05-01 16:39:43|2020-10-09 17:18:32|ADMSTAGE                                          |                     150|COND        |OSTA
                   206|Long Term Disability                                                                                                                                                                                    |AHMADMIN                                          |2009-05-01 16:39:43|2020-10-09 17:18:32|ADMSTAGE                                          |                     152|COMORBID    |LDIS
                   205|Short Term Disability                                                                                                                                                                                   |AHMADMIN                                          |2009-05-01 16:39:43|2020-10-09 17:18:32|ADMSTAGE                                          |                     152|COMORBID    |SDIS
                   207|Dyspepsia                                                                                                                                                                                               |AHMADMIN                                          |2009-06-01 14:16:23|2020-10-09 17:18:32|ADMSTAGE                                          |                     159|COND        |DYSPSA
                   216|Irritable Bowel Syndrome                                                                                                                                                                                |AHMADMIN                                          |2009-09-09 11:45:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     156|COND        |IRBS
                   245|At Risk for Prediabetes                                                                                                                                                                                 |AHMADMIN                                          |2011-03-07 18:02:28|2020-10-09 17:18:32|ADMSTAGE                                          |                      30|COMORBID    |ATRISKPDM
                   266|Imaging Study Findings                                                                                                                                                                                  |AHMADMIN                                          |2011-12-03 12:04:21|2020-10-09 17:18:32|ADMSTAGE                                          |                     178|COND        |IMAGING
                   304|Fibromyalgia                                                                                                                                                                                            |ADMSTAGE                                          |2015-08-22 16:23:04|2020-10-09 17:18:32|ADMSTAGE                                          |                     195|COND        |FIBROMYALG
                   305|Obsessive Compulsive Disorder                                                                                                                                                                           |ADMSTAGE                                          |2015-08-22 16:23:04|2020-10-09 17:18:32|ADMSTAGE                                          |                      79|COND        |OCD
                   306|Posttraumatic Stress Disorder                                                                                                                                                                           |ADMSTAGE                                          |2015-08-22 16:23:04|2020-10-09 17:18:32|ADMSTAGE                                          |                      79|COND        |PTSD
                   344|First Fill Statin                                                                                                                                                                                       |ADMSTAGE                                          |2016-09-29 21:09:11|2020-10-09 17:18:32|ADMSTAGE                                          |                     200|COMORBID    |FFSTATIN
                   345|At Risk for Diabetes                                                                                                                                                                                    |ADMSTAGE                                          |2016-09-29 21:09:11|2020-10-09 17:18:32|ADMSTAGE                                          |                      30|COMORBID    |ATRISKDIAB
                   346|First Fill Metformin                                                                                                                                                                                    |ADMSTAGE                                          |2016-09-29 21:09:11|2020-10-09 17:18:32|ADMSTAGE                                          |                     200|COMORBID    |FFMETFOR
                   347|First Fill Insulin                                                                                                                                                                                      |ADMSTAGE                                          |2016-09-29 21:09:11|2020-10-09 17:18:32|ADMSTAGE                                          |                     200|COMORBID    |FFINSULIN
                   208|Fanconi Anemia                                                                                                                                                                                          |AHMADMIN                                          |2009-06-18 13:19:42|2020-10-09 17:18:32|ADMSTAGE                                          |                     162|COND        |FANANE
                   210|Chronic Pain                                                                                                                                                                                            |AHMADMIN                                          |2009-06-18 13:19:42|2020-10-09 17:18:32|ADMSTAGE                                          |                      89|COMORBID    |CPAIN
                   209|Medication Intolerance                                                                                                                                                                                  |AHMADMIN                                          |2009-06-18 13:19:42|2020-10-09 17:18:32|ADMSTAGE                                          |                     153|COMORBID    |MEIN
                   217|Medication Adherence                                                                                                                                                                                    |AHMADMIN                                          |2009-10-05 16:36:53|2020-10-09 17:18:32|ADMSTAGE                                          |                     164|COMORBID    |MEAD
                   236|NRT Relative Contraindications                                                                                                                                                                          |AHMADMIN                                          |2010-06-14 16:54:47|2020-10-09 17:18:32|ADMSTAGE                                          |                     128|COMORBID    |NRTRC
                   241|Oncology-Related Workup                                                                                                                                                                                 |AHMADMIN                                          |2010-11-01 15:31:33|2020-10-09 17:18:32|ADMSTAGE                                          |                      15|COMORBID    |ONCWU
                   242|Dysfunctional Uterine Bleeding                                                                                                                                                                          |AHMADMIN                                          |2010-11-11 13:34:01|2020-10-09 17:18:32|ADMSTAGE                                          |                     171|COND        |DUB
                   244|Antipsychotic Medication Nonadherence                                                                                                                                                                   |AHMADMIN                                          |2010-12-28 15:43:57|2020-10-09 17:18:32|ADMSTAGE                                          |                     164|COMORBID    |PSYCHO
                   249|Crohns Disease                                                                                                                                                                                          |AHMADMIN                                          |2011-05-02 21:38:27|2020-10-09 17:18:32|ADMSTAGE                                          |                      65|COND        |CROHNDS
                   248|Autoimmune Hepatitis                                                                                                                                                                                    |AHMADMIN                                          |2011-05-02 21:38:27|2020-10-09 17:18:32|ADMSTAGE                                          |                      72|COND        |AUTOHEP
                   250|Ulcerative Colitis                                                                                                                                                                                      |AHMADMIN                                          |2011-05-02 21:38:27|2020-10-09 17:18:32|ADMSTAGE                                          |                      65|COND        |UC
                   247|Fecal Incontinence                                                                                                                                                                                      |AHMADMIN                                          |2011-05-02 21:38:27|2020-10-09 17:18:32|ADMSTAGE                                          |                     172|COND        |FECINC
                   279|Transitions of Care                                                                                                                                                                                     |AHMADMIN                                          |2013-09-21 18:00:45|2020-10-09 17:18:32|ADMSTAGE                                          |                     189|COND        |TOC
                   308|Bradycardia                                                                                                                                                                                             |ADMSTAGE                                          |2015-10-10 16:15:30|2020-10-09 17:18:32|ADMSTAGE                                          |                      17|COND        |BRADYCARDI
                   309|Medica - High Risk DM                                                                                                                                                                                   |ADMSTAGE                                          |2015-10-10 16:15:30|2020-10-09 17:18:32|ADMSTAGE                                          |                     196|COMORBID    |MEDIDMHI
                   310|Medica - Low Risk DM                                                                                                                                                                                    |ADMSTAGE                                          |2015-10-10 16:15:30|2020-10-09 17:18:32|ADMSTAGE                                          |                     196|COMORBID    |MEDIDMLOW
                   311|Medica - Moderate Risk DM                                                                                                                                                                               |ADMSTAGE                                          |2015-10-10 16:15:30|2020-10-09 17:18:32|ADMSTAGE                                          |                     196|COMORBID    |MEDIDMMOD
                   162|Overweight                                                                                                                                                                                              |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     167|COND        |OWGH
                   121|Viral Infections                                                                                                                                                                                        |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     121|COND        |VI
                   133|Asthma Peds                                                                                                                                                                                             |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      10|COND        |ASTP
                   154|Hypertension Peds                                                                                                                                                                                       |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      60|COND        |PHTN
                    86|Organ Transplantation                                                                                                                                                                                   |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      86|COND        |ORGT
                    41|Fungal Infections                                                                                                                                                                                       |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      41|COND        |FINF
                   146|Chronic Kidney Disease Stage 5                                                                                                                                                                          |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      20|COND        |CKD5
                   104|Seizure Disorder                                                                                                                                                                                        |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     104|COND        |SEIZ
                    28|Dental Health                                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      28|COND        |DH
                   172|Uterine Cancer                                                                                                                                                                                          |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      15|COND        |UCAN
                    76|Lung Diseases                                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      76|COND        |LUND
                    99|Reproductive Health                                                                                                                                                                                     |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      99|COND        |REPH
                   150|Dialysis Chronic                                                                                                                                                                                        |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      36|COND        |DILC
                   142|Chronic Hepatitis C                                                                                                                                                                                     |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      52|COND        |CHRC
                    25|Cystic Fibrosis                                                                                                                                                                                         |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      25|COND        |CYST
                    90|Pancreatitis                                                                                                                                                                                            |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      90|COND        |PANC
                    31|Digestive System Diseases                                                                                                                                                                               |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      31|COND        |DSD
                   143|Chronic Infection                                                                                                                                                                                       |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      64|COND        |CHRI
                   103|Allergic Rhinitis                                                                                                                                                                                       |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     103|COND        |RHIN
                   191|Chronic Kidney Disease Stage 2                                                                                                                                                                          |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      20|COND        |CKD2
                   119|Uterine Cervical Neoplasms                                                                                                                                                                              |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     119|COND        |UCN
                    32|Down Syndrome                                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      32|COND        |DSYN
                    89|Pain                                                                                                                                                                                                    |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      89|COND        |PAIN
                   183|Stress Issues                                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     167|COMORBID    |SI
                    16|Cardiomyopathies                                                                                                                                                                                        |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      16|COND        |CMP
                    33|Drug Toxicity                                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      33|COND        |DTOX
                   180|Hospitalizations                                                                                                                                                                                        |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     136|COMORBID    |HOSP
                    20|Chronic Kidney Disease                                                                                                                                                                                  |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      20|COND        |CKD
                    57|Hyperglycemia                                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      57|COND        |HGLY
                     6|Anemia                                                                                                                                                                                                  |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                       6|COND        |ANEM
                   152|Heart Transplant                                                                                                                                                                                        |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      86|COND        |HRTT
                   137|CHF Severe                                                                                                                                                                                              |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      47|COND        |CHFS
                   139|Cholesterol Secondary                                                                                                                                                                                   |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      58|COND        |CHOS
                   126|Body Weight Changes                                                                                                                                                                                     |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     126|COND        |BWC
                    27|Dementia                                                                                                                                                                                                |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      27|COND        |DMT
                   125|Preventive Health                                                                                                                                                                                       |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     125|COND        |PEVH
                    61|Hypertension, Pulmonary                                                                                                                                                                                 |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      61|COND        |PULH
                   170|Sickle Cell Peds                                                                                                                                                                                        |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     106|COND        |SICP
                    60|Hypertension                                                                                                                                                                                            |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      60|COND        |HPTN
                   175|ER Visits                                                                                                                                                                                               |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     131|COMORBID    |ER
                    77|Lung Diseases, Obstructive                                                                                                                                                                              |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      77|COND        |LUOB
                     3|Alcohol-Related Disorders                                                                                                                                                                               |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                       3|COND        |ARD
                   101|Respiratory Syncytial Virus Infections                                                                                                                                                                  |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     101|COND        |RSVI
                    82|Multiple Sclerosis                                                                                                                                                                                      |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      82|COND        |MS
                   123|Wegener Granulomatosis                                                                                                                                                                                  |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     123|COND        |WGUT
                    65|Inflammatory Bowel Disease (Crohn's Disease and Ulcerative Colitis)                                                                                                                                     |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      65|COND        |IBD
                    21|Chronic Obstructive Pulmonary Disease                                                                                                                                                                   |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      21|COND        |COPD
                    10|Asthma                                                                                                                                                                                                  |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      10|COND        |AST
                   129|Transplantation                                                                                                                                                                                         |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     129|COND        |TRAN
                    79|Mental Health                                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      79|COND        |MH
                   163|Pregnancy                                                                                                                                                                                               |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      99|COND        |PREG
                    95|Peritonitis                                                                                                                                                                                             |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      95|COND        |PET
                   105|Sexually Transmitted Diseases                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     105|COND        |STD
                    23|Congenital, Hereditary, and Neonatal Diseases and Abnormalities                                                                                                                                         |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      23|COND        |CHND
                    73|Liver Neoplasms                                                                                                                                                                                         |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      73|COND        |LIVN
                   176|Exercise Issues                                                                                                                                                                                         |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     167|COMORBID    |EI
                    68|Kidney Failure                                                                                                                                                                                          |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      68|COND        |KF
                   188|Wound Care                                                                                                                                                                                              |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     144|COMORBID    |WC
                   116|Urinary Retention                                                                                                                                                                                       |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     116|COND        |URET
                   115|Urinary Calculi                                                                                                                                                                                         |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     115|COND        |UCAL
                   144|Chronic Kidney Disease Stage 3                                                                                                                                                                          |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      20|COND        |CKD3
                    37|Environmental Toxicities                                                                                                                                                                                |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      37|COND        |ETOX
                   174|Dietary Issues                                                                                                                                                                                          |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     167|COMORBID    |DI
                    85|Obesity                                                                                                                                                                                                 |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      85|COND        |OB
                    53|Hepatolenticular Degeneration                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      53|COND        |HLD
                    59|Hyperprolactinemia                                                                                                                                                                                      |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      59|COND        |HPAC
                    88|Osteoporosis                                                                                                                                                                                            |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      88|COND        |OSTS
                    17|Cardiovascular Diseases                                                                                                                                                                                 |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      17|COND        |CVD
                   182|Post-Surgical Complications                                                                                                                                                                             |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     138|COMORBID    |PSC
                    52|Hepatitis, Chronic B or C                                                                                                                                                                               |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      52|COND        |CHRH
                    63|Immune System Diseases                                                                                                                                                                                  |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      63|COND        |ISD
                    45|Gynecomastia                                                                                                                                                                                            |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      45|COND        |GYNC
                   108|Sleep Apnea Syndromes                                                                                                                                                                                   |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     108|COND        |SAS
                    14|Breast Cancer                                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      14|COND        |CABR
                   120|Vascular Diseases                                                                                                                                                                                       |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     120|COND        |VASD
                   194|Family History of Chronic Disease                                                                                                                                                                       |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     147|COMORBID    |FHCH
                   193|Impaired Renal Function                                                                                                                                                                                 |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     146|COMORBID    |IRF
                     9|Arthritis                                                                                                                                                                                               |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                       9|COND        |ARTH
                   187|Traumatic Injury                                                                                                                                                                                        |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     143|COMORBID    |TI
                    78|Lupus Erythematosus, Systemic                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      78|COND        |LES
                    38|Esophageal Neoplasms                                                                                                                                                                                    |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      38|COND        |ENP
                   117|Urination Disorders                                                                                                                                                                                     |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     117|COND        |UDIS
                   179|Home Hospice                                                                                                                                                                                            |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     135|COMORBID    |HH
                    22|Colorectal Cancer                                                                                                                                                                                       |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      22|COND        |CACO
                   135|Cancer Other                                                                                                                                                                                            |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      15|COND        |CANC
                    43|Gastroparesis                                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      43|COND        |GTP
                   159|Obesity Adult                                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      85|COND        |WGTM
                   131|Amyotrophic Lateral Sclerosis                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      84|COND        |ALS
                   190|Borderline Hyperlipidemia                                                                                                                                                                               |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      58|COMORBID    |BHYP
                   169|Sickle Cell Adult                                                                                                                                                                                       |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     106|COND        |SICK
                    84|Nervous System Diseases                                                                                                                                                                                 |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      84|COND        |NSD
                   166|Psychiatric Conditions                                                                                                                                                                                  |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      79|COND        |PSCO
                    44|Glaucoma                                                                                                                                                                                                |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      44|COND        |GLC
                   151|Glucose Intolerance                                                                                                                                                                                     |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      30|COND        |GLUI
                    54|Human Immunodeficiency Virus (HIV)                                                                                                                                                                      |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      54|COND        |HIV
                    70|Lead Poisoning                                                                                                                                                                                          |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      70|COND        |LP
                   160|Obesity Peds                                                                                                                                                                                            |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      85|COND        |PWTM
                   155|Hypertension Resistant                                                                                                                                                                                  |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      60|COND        |RHTN
                   102|Rheumatoid Arthritis                                                                                                                                                                                    |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     102|COND        |RHEU
